0,1,2,3,4,5,6,7,8,9
Launch is part of Phase 2 US Air Force contract awarded in 2022.,,,,,,,,,
December 2026,F9 B5,"Vandenberg, SLC‑4E",SDA Tranche 2 Transport layer E[237][238],Polar LEO,SDA,,,,
Launch is part of Phase 2 US Air Force contract awarded in 2022.,,,,,,,,,
Q4 2026,F9 B5,TBA (FL),CHORUS[540],LEO,MDA,,,,
"Announced in October 2023, CHORUS will be a commercial Earth observation constellation owned and operated by MDA Ltd. Will utilize C and X-band SAR.",,,,,,,,,
Q4 2026,F9 B5,TBA (FL),KOMPSAT-7A,SSO,Korea Aerospace Research Institute,,,,
A lightweight Earth observation satellite.,,,,,,,,,
Q4 2026,F9 B5,TBA,Transporter-18 (smallsat rideshare)[67],SSO,Various,,,,
Dedicated SmallSat rideshare mission to sun-synchronous orbit.,,,,,,,,,
Q4 2026[541],F9 B5,TBA,VICTUS SURGO[542],LEO,Impulse Space USSF,,,,
Aimed at demonstrating how maneuverable on-orbit assets can enhance responsive launch approaches to meet urgent military needs. First use of Impulse Space's Helios high-energy kick stage which will be deployed in LEO and carry the payloads to GTO and GEO. DIU will co-sponsor a rideshare slot on Helios.,,,,,,,,,
Q4 2026,F9 B5,TBA,GX7 (Inmarsat-7 F1),GTO,ViaSat,,,,
New generation Ka band satellite. When announced in 2019 were expected to be launched in 2023 but has suffered delays.,,,,,,,,,
2026,F9 B5,TBA (FL),Globalstar-3 M104–120 (17 satellites)[543],LEO,Globalstar,,,,
"Globalstar's third-generation satellite constellation, launching to a 52 degree inclination orbit at an altitude of 1,410 km.[544]",,,,,,,,,
2026,F9 B5,TBA (FL),USSF-31[431],TBA,USSF,,,,
"Classified mission, part of Phase 2 US Space Force contract awarded in 2022.",,,,,,,,,
2026,F9 B5,TBA (FL),Astranis Block 3 Mission (5 satellites),GTO,Astranis,,,,
5 MicroGEO satellites.,,,,,,,,,
2026[545],F9 B5,TBA (FL),BlueBird Block 2 #11-14 (4 satellites),LEO,AST SpaceMobile,,,,
"Cellphone-compatible broadband constellation. The next-generation Block 2 BlueBird satellites delivers 10x the bandwidth of BlueBird Block 1 satellites, allowing continuous cellular broadband service coverage. They will feature a ~2,400 ft2 (220 m2) communications array, the largest ever developed commercially.[530]",,,,,,,,,
2026,F9 B5,TBA (FL),SpaceX CRS-35[77],LEO (ISS),NASA (CRS),,,,
"Six additional CRS-2 missions for Dragon 2 were announced in March 2022, resupplying the ISS until 2026.",,,,,,,,,
2026,F9 B5,"Vandenberg, SLC‑4E",SDA Tranche 1 Tracking Layer C,Polar LEO,SDA,,,,
Launch part of Phase 2 US Space Force contract awarded in 2022.[410][431],,,,,,,,,
2026,F9 B5,"Vandenberg, SLC‑4E",SDA Tranche 1 Tracking Layer A,Polar LEO,SDA,,,,
Launch part of Phase 2 US Space Force contract awarded in 2022.[410][431],,,,,,,,,
2026,F9 B5,"Vandenberg, SLC‑4E",SDA Tranche 1 Tracking Layer E,Polar LEO,SDA,,,,
Launch part of Phase 2 US Space Force contract awarded in 2022.[410][431],,,,,,,,,
2026,F9 B5,TBA (FL),Skynet 6A[546],GTO,Airbus / UK Ministry of Defence,,,,
British military communications satellite ordered to bridge the gap between Skynet-5 and its successor.[547],,,,,,,,,
2026[548],F9 B5,"Kennedy, LC‑39A",IM-3 Nova-C lunar lander,TLI,NASA (CLPS)Intuitive Machines,,,,
"Third mission for Intuitive Machines, with multiple rideshare payloads.[549] This mission was selected by NASA under the CLPS program in November 2021.[550][551]",,,,,,,,,
2026[552],F9 B5,TBA (FL),Arabsat 7A[553][554],GTO,Arabsat,,,,
"Announced in September 2022, Arabsat 7A will enter a geostationary orbit after its launch by a Falcon 9 rocket.",,,,,,,,,
2026[555],F9 B5,TBA (FL),Mission Robotic Vehicle (MRV) × 1[556]Mission Extension Pod (MEP) × 3,GTO,Northrop Grumman,,,,
"Developed from Northrop Grumman's 2,000 kg Mission Extension Vehicle architecture. One MEP (400 kg each) will be attached to Optus D3.[557]",,,,,,,,,
2026[558],F9 B5,TBA (FL),"O3b mPOWER 11, 12 & 13",MEO,SES,,,,
Two additional satellites were announced in October 2023 due to electrical issues discovered in the first four satellites of the constellation.[558],,,,,,,,,
2026[559],Falcon Heavy B5,"Kennedy, LC‑39A",Astrobotic Technology Lunar Lander[560],TLI,Astrobotic Technology,,,,
Astrobotic's third upcoming lander mission to the Moon. Targeting a South Pole landing in 2026.,,,,,,,,,
2026,F9 B5,TBA (FL),Crew-13[561],LEO (ISS),NASA (ISS),,,,
"In June 2022, NASA announced it purchased an additional 5 crewed flights (Crew-10 through Crew-14) from SpaceX in addition to the previous 9 missions on top of the $3.5 billion contract.[493]",,,,,,,,,
Late 2026,F9 B5,TBA,Blue Ghost Mission 2[562],TLI,NASA (CLPS),,,,
Firefly Aerospace's lunar lander as a CLPS payload debuts a new two-stage version of Blue Ghost utilizing an Elytra Dark orbital vehicle. European Space Agency’s Lunar Pathfinder communications satellite has been integrated into the Elytra Dark vehicle.,,,,,,,,,
Date and time (UTC),"Version,booster[j]",Launch site,Payload[k],Orbit,Customer,,,,
January 2027,F9 B5,"Vandenberg, SLC‑4E",SDA Tranche 2 Transport layer F[237][238],Polar LEO,SDA,,,,
Launch is part of Phase 2 US Air Force contract awarded in 2022.,,,,,,,,,
February 2027,F9 B5,"Vandenberg, SLC‑4E",SDA Tranche 2 Transport layer G[237][238],Polar LEO,SDA,,,,
Launch is part of Phase 2 US Air Force contract awarded in 2022.,,,,,,,,,
March 2027,F9 B5,"Vandenberg, SLC‑4E",SDA Tranche 2 Transport layer H[237][238],Polar LEO,SDA,,,,
Launch is part of Phase 2 US Air Force contract awarded in 2022.,,,,,,,,,
Q1 2027,F9 B5,TBD,Transporter-19 (smallsat rideshare)[67],SSO,Various,,,,
Dedicated SmallSat rideshare mission to sun-synchronous orbit.,,,,,,,,,
April 2027,F9 B5,"Vandenberg, SLC‑4E",SDA Tranche 2 Transport layer I[237][238],Polar LEO,SDA,,,,
Launch is part of Phase 2 US Air Force contract awarded in 2022.,,,,,,,,,
May 2027,F9 B5,"Vandenberg, SLC‑4E",SDA Tranche 2 Transport layer J[237][238],Polar LEO,SDA,,,,
Launch is part of Phase 2 US Air Force contract awarded in 2022.,,,,,,,,,
Q2 2027,F9 B5,TBD,Transporter-20 (smallsat rideshare)[67],SSO,Various,,,,
Dedicated SmallSat rideshare mission to sun-synchronous orbit.,,,,,,,,,
August 2027,F9 B5,TBA (FL),COSI[563],LEO,NASA,,,,
Compton Spectrometer and Imager (COSI).,,,,,,,,,
Q4 2027,F9 B5,TBD,Transporter-21 (smallsat rideshare)[67],SSO,Various,,,,
Dedicated SmallSat rideshare mission to sun-synchronous orbit.,,,,,,,,,
H2 2027,F9 B5,TBA (FL),GEO-KOMPSAT-3[564],GTO,KASA,,,,
"Also known as Cheollian-3. A South Korean communication satellite with a mass of 3.7 tonnes, replacing GEO-Kompsat-1.",,,,,,,,,
2027,F9 B5,"Kennedy, LC‑39A",APEX 1.0[565],TLI,NASA (CLPS)ispace-U.S.Draper,,,,
ispace Mission 3 (Team Draper Commercial Mission 1). APEX 1.0 lunar lander and two lunar relay satellites (Alpine and Lupine).,,,,,,,,,
2027[566],F9 B5,TBA,FOO Fighter (8 payloads)[567],LEO,SDA,,,,
"Fire-control On Orbit-support-to-the-war Fighter program tasked with detecting, providing warning and tracking of what SDA refers to as ""advanced missile threats"".",,,,,,,,,
2027,F9 B5,TBD,Haven-1[568],LEO,Vast,,,,
Launch of a new commercial space station by Vast Space.,,,,,,,,,
2027,F9 B5,TBA (FL),Vast-1[568],LEO,Vast,,,,
First crewed mission to the Haven-1 space station.,,,,,,,,,
2027,F9 B5,TBA (FL),Crew-14[561],LEO (ISS),NASA (ISS),,,,
"In June 2022, NASA announced it purchased an additional 5 crewed flights (Crew-10 through Crew-14) from SpaceX in addition to the previous 9 missions on top of the $3.5 billion contract.[493]",,,,,,,,,
2027 and later(14 flights),F9 B5,TBD,Telesat Lightspeed × 18,LEO,Telesat,,,,
"Announced in September 2023, Telesat has booked 14 launches of up to 18 satellites each.[569]",,,,,,,,,
2027,F9 B5,"Vandenberg, SLC‑4E",TSIS-2 & others,SSO,NASA,,,,
"NASA's Total and Spectral Solar Irradiance Sensor – 2. Rideshares include: SunCET, CubIXSS, SPARCS, and others.",,,,,,,,,
2027,F9 B5,"Vandenberg, SLC‑4E",NROL-96[570],Classified,NRO,,,,
Launch is part of Phase 3 Lane 2 US Space Force contract awarded in 2025.,,,,,,,,,
2027,Falcon Heavy B5,"Kennedy, LC‑39A",NROL-97[570],Classified,NRO,,,,
Launch is part of Phase 3 Lane 2 US Space Force contract awarded in 2025. First NRO launch from a Falcon Heavy.,,,,,,,,,
2027,F9 B5,"Vandenberg, SLC‑4E",NROL-157[570],Classified,NRO,,,,
Launch is part of Phase 3 Lane 2 US Space Force contract awarded in 2025.,,,,,,,,,
2027,Falcon Heavy B5,"Kennedy, LC‑39A",USSF-186,TBA,USSF,,,,
"Classified mission, part of Phase 3 Lane 2 US Space Force contract awarded in 2025.",,,,,,,,,
2027,F9 B5,TBA (FL),USSF-234,TBA,USSF,,,,
"Classified mission, part of Phase 3 Lane 2 US Space Force contract awarded in 2025.",,,,,,,,,
2027,Falcon Heavy B5,"Kennedy, LC‑39A",USSF-174,TBA,USSF,,,,
"Classified mission, part of Phase 3 Lane 2 US Space Force contract awarded in 2025.",,,,,,,,,
2027,Falcon Heavy B5,"Kennedy, LC‑39A",USSF-206 (WGS-12),GTO,USSF,,,,
Launch is part of Phase 3 Lane 2 US Space Force contract awarded in 2025.,,,,,,,,,
2027,Falcon Heavy B5,"Kennedy, LC‑39A",USSF-155,TBA,USSF,,,,
Launch is part of Phase 3 Lane 2 US Space Force contract awarded in 2025.,,,,,,,,,
2027,F9 B5,TBA (FL),USSF-149,TBA,USSF,,,,
Launch is part of Phase 3 Lane 2 US Space Force contract awarded in 2025.,,,,,,,,,
2027,Falcon Heavy B5,"Kennedy, LC‑39A",USSF-63,TBA,USSF,,,,
Launch is part of Phase 3 Lane 2 US Space Force contract awarded in 2025.,,,,,,,,,
2027,Falcon Heavy B5,"Kennedy, LC‑39A",NROL-86,TBA,NRO,,,,
Launch is part of Phase 3 Lane 2 US Space Force contract awarded in 2025.,,,,,,,,,
H2 2027[571],F9 B5,TBA (FL),Al Yah 4[572],GTO,Yahsat,,,,
Replacement for Al Yah 1.,,,,,,,,,
2027,F9 B5,"Vandenberg, SLC‑4E",JPSS-4[573],SSO,NOAA,,,,
Joint Polar Satellite System (JPSS).,,,,,,,,,
2027[574],F9 B5,TBA (FL),Thaicom-10[575],GTO,Thaicom,,,,
,,,,,,,,,
2027,Falcon Heavy B5,"Kennedy, LC‑39A",USSF-75[237][238],GSO,USSF,,,,
,,,,,,,,,
2027[576],F9 B5,TBA,IM-4,TLI,NASA (CLPS)Intuitive Machines,,,,
Two lunar relay satellites and IM-4 lunar lander.,,,,,,,,,
"July 5, 2028[577]",Falcon Heavy B5,"Kennedy, LC‑39A",Dragonfly,,NASA (New Frontiers Program),,,,
"Awarded in November 2024. The Dragonfly robotic rotorcraft will fly over the surface of Titan, Saturn's largest moon.[578][579] The launch will cost NASA $256.6 million. First Falcon mission to carry an RTG.[580]",,,,,,,,,
"October, 2028[581]",Falcon Heavy B5,"Kennedy, LC‑39A",ExoMars Rosalind Franklin (rover),Heliocentric,ESA/NASA,,,,
European Mars rover.,,,,,,,,,
2028[582],F9 B5,TBA (FL),NEO Surveyor[583],Sun–Earth L1,NASA,,,,
Space-based infrared telescope designed to survey for potentially hazardous asteroids.[584],,,,,,,,,
H2 2028[571],F9 B5,TBA (FL),Al Yah 5[572],GTO,Yahsat,,,,
Replacement for Al Yah 2.,,,,,,,,,
July 2029[585],F9 B5,TBD,"GRACE-C1, C2[586]",Polar LEO,NASA / DLR,,,,
Gravity Recovery And Climate Experiment-Continuity (GRACE-C).,,,,,,,,,
TBD,F9 B5,TBD,CAS500-4[587] Likely Rideshare,SSO,Korea Aerospace Industries,,,,
A satellite to monitor Korean agriculture.,,,,,,,,,
