0,1,2,3,4,5,6,7,8,9
"Dedicated Falcon 9 launch to put four Astranis MicroGEO communications satellites into service. The MicroGEOs were launched to a custom geostationary orbit, with the four satellites individually conducting on-orbit maneuvers to inject themselves into their orbital slots. The four spacecraft were mounted to a standard adapter ring, known as an ESPA-Grande, for ease of deployment.[248] B1083 supported the Astranis mission, previously it was B1077, but due to some problem identified, the first stage of this mission was changed.",,,,,,,,,
417,"December 31, 202405:39[16]",F9 B5B1078‑16,"Kennedy, LC‑39A",Starlink: Group 12-6 (21 satellites),"~16,500 kg (36,400 lb)",LEO,SpaceX,Success,Success (JRTI)
"Launch of 21 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation.",,,,,,,,,
Flight No.,Date andtime (UTC),"Version,booster[j]",Launchsite,Payload[k],Payload mass,Orbit,Customer,Launchoutcome,Boosterlanding
418,"January 4, 202501:27[255]",F9 B5B1073‑20,"Cape Canaveral, SLC‑40",Thuraya 4-NGS,"5,000 kg (11,000 lb)",GTO,Thuraya,Success,Success (ASOG)
Planned replacement for Thuraya 2 and 3.[256][257],,,,,,,,,
419,"January 6, 202520:43[258]",F9 B5B1077‑17,"Cape Canaveral, SLC‑40",Starlink: Group 6‑71,"~17,500 kg (38,600 lb)",LEO,SpaceX,Success,Success (JRTI)
Launch of 24 Starlink v2 mini satellites to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation. 1st time flying a fairing half for the 23rd time.,,,,,,,,,
420,"January 8, 202515:27[259]",F9 B5B1086‑3,"Kennedy, LC‑39A",Starlink: Group 12-11 (21 satellites),"~16,500 kg (36,400 lb)",LEO,SpaceX,Success,Success (ASOG)
"Launch of 21 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation.",,,,,,,,,
421,"January 10, 202503:53[260]",F9 B5B1071‑22,"Vandenberg, SLC‑4E",NROL-153 (22 Starshield satellites)[261],Unknown,LEO,NRO,Success,Success (OCISLY)
Seventh launch of SpaceX/Northrop Grumman-built satellites for the National Reconnaissance Office.,,,,,,,,,
422,"January 10, 202519:11[262]",F9 B5B1067‑25,"Cape Canaveral, SLC‑40",Starlink: Group 12-12 (21 satellites),"~16,500 kg (36,400 lb)",LEO,SpaceX,Success,Success (JRTI)
"Launch of 21 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation. First booster to fly 25th time, new record.",,,,,,,,,
423,"January 13, 202516:47[263]",F9 B5B1080‑15,"Cape Canaveral, SLC‑40",Starlink: Group 12-4 (21 satellites),"~16,500 kg (36,400 lb)",LEO,SpaceX,Success,Success (ASOG)
"Launch of 21 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation.",,,,,,,,,
424,"January 14, 202519:09[264]",F9 B5B1088‑2,"Vandenberg, SLC‑4E",Transporter-12 (131 payload smallsat rideshare),"2,000 kg (4,400 lb)",SSO,Various,Success,Success (LZ‑4)
Dedicated SmallSat Rideshare mission to sun-synchronous orbit.,,,,,,,,,
425,"January 15, 202506:11[265]",F9 B5B1085‑5,"Kennedy, LC‑39A",Blue Ghost Mission 1,"2,517 kg (5,549 lb)",TLI,Firefly Aerospace & NASA (CLPS),Success,Success (JRTI)
Hakuto-R Mission 2,ispace,,,,,,,,
"Both Blue Ghost Mission 1[266][267] and Hakuto-R Mission 2 (Resilience lander)[268][269] launched together on a single rocket (first of its kind deep space lander launch). Blue Ghost will carry 10 payloads for NASA's Commercial Lunar Payload Services task order 19D mission and other separately contracted payloads.[270] Resilience is the second lunar lander built by Japanese company ispace and will deliver TENACIOUS mini rover to the lunar surface. To house both landers in the payload fairing, SpaceX used a new dual-launch carrying structure.",,,,,,,,,
426,"January 21, 202505:24[271]",F9 B5B1083‑8,"Kennedy, LC‑39A",Starlink: Group 13-1 (21 satellites) + 2 Starshield satellites,"~15,300 kg (33,700 lb)(Starlink)",LEO,SpaceX,Success,Success (ASOG)
Launch of 21 Starlink v2 mini satellites to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation and two SpaceX Starshield satellites as rideshare.[272] 1st time flying a fairing half for the 24th time.,,,,,,,,,
427,"January 21, 202515:45[273]",F9 B5B1082‑10,"Vandenberg, SLC‑4E",Starlink: Group 11-8 (27 satellites),"~15,500 kg (34,200 lb)",LEO,SpaceX,Success,Success (OCISLY)
Launch of 27 Starlink v2 mini optimized satellites to a 535 km (332 mi) orbit at an inclination of 53° to expand internet constellation. Mission marks 400th Falcon booster landing.,,,,,,,,,
428,"January 24, 202514:07[274]",F9 B5B1063‑23,"Vandenberg, SLC‑4E",Starlink: Group 11-6 (23 satellites),"~17,100 kg (37,700 lb)",LEO,SpaceX,Success,Success (OCISLY)
"Launch of 23 Starlink v2 mini satellites to a 535 km (332 mi) orbit at an inclination of 53° to expand internet constellation. With this launch, SpaceX has broken its pad turnaround time record at Space Launch Complex 4 East. Previous record was 3 days, 15 hours, 23 minutes, and 40 seconds, this has now gone down to 2 days, 22 hours, 21 minutes, and 10 seconds.",,,,,,,,,
429,"January 27, 202522:05[275]",F9 B5B1076‑20,"Cape Canaveral, SLC‑40",Starlink: Group 12-7 (21 satellites),"~16,500 kg (36,400 lb)",LEO,SpaceX,Success,Success (ASOG)
"Launch of 21 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation.",,,,,,,,,
430,"January 30, 202501:34[276]",F9 B5B1073‑21,"Kennedy, LC‑39A",Spainsat NG I,"6,100 kg (13,400 lb)[277]",GTO,Hisdesat,Success,No attempt
Communications satellite built on the Eurostar-Neo platform for the Spanish government.[278] First of two launches for the Spainsat NG program. The booster was expended due to the performance needed to launch the satellite's mass to a geostationary transfer orbit.,,,,,,,,,
431,"February 1, 202523:02[279]",F9 B5B1075‑17,"Vandenberg, SLC-4E",Starlink: Group 11-4,"~16,700 kg (36,800 lb)",LEO,SpaceX,Success,Success (OCISLY)
"Launch of 22 Starlink v2 mini satellites to a 535 km (332 mi) orbit at an inclination of 53° to expand internet constellation. Even though the second stage was expected to deorbit for a controlled splashdown, the second stage's deorbit burn did not occur, causing it to remain in orbit. This was the third time in six months that a second stage had encountered a problem in flight.[280] The stage made its uncontrolled reentry over Poland between 04:46 and 04:48, local time, on February 19.[281] Several tanks that crashed in the western part of the country were collected by the Polish police.[282]",,,,,,,,,
432,"February 4, 202510:15[283]",F9 B5B1069‑21,"Cape Canaveral, SLC‑40",Starlink: Group 12-3 (21 satellites),"~16,500 kg (36,400 lb)",LEO,SpaceX,Success,Success (JRTI)
"Launch of 21 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation. 1st time flying a fairing half for the 25th time.",,,,,,,,,
433,"February 4, 202523:13[284]",F9 B5B1086‑4,"Kennedy, LC‑39A",WorldView Legion 5 & 6 (2 satellites),"1,500 kg (3,300 lb)",LEO,Maxar Technologies,Success,Success (LZ‑1)
Two earth observation satellites built by Maxar Technologies.[285][286][287] Seventh time a second stage featured Falcon medium coast mission-extension kit.,,,,,,,,,
434,"February 8, 202519:18[288]",F9 B5B1078‑17,"Cape Canaveral, SLC‑40",Starlink: Group 12-9 (21 satellites),"~16,500 kg (36,400 lb)",LEO,SpaceX,Success,Success (ASOG)
"Launch of 21 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation.",,,,,,,,,
435,"February 11, 202502:09[289]",F9 B5B1071‑23,"Vandenberg, SLC-4E",Starlink: Group 11-10,"~17,100 kg (37,700 lb)",LEO,SpaceX,Success,Success (OCISLY)
Launch of 23 Starlink v2 mini satellites to a 535 km (332 mi) orbit at an inclination of 53° to expand internet constellation.,,,,,,,,,
436,"February 11, 202518:53[290]",F9 B5B1077‑18,"Cape Canaveral, SLC‑40",Starlink: Group 12-18 (21 satellites),"~16,500 kg (36,400 lb)",LEO,SpaceX,Success,Success (JRTI)
"Launch of 21 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation.",,,,,,,,,
437,"February 15, 202506:14",F9 B5 B1067‑26,"Cape Canaveral, SLC‑40",Starlink: Group 12-8,"~16,500 kg (36,400 lb)",LEO,SpaceX,Success,Success (ASOG)
"Launch of 21 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation. First booster to fly and be recovered 26th time, new record. 1st time flying a fairing half for the 26th time. Both surpassed Space Shuttle Endeavour's tally of 25 reflights, now only trailing behind Space Shuttle Atlantis and Space Shuttle Discovery.",,,,,,,,,
438,"February 18, 202523:21[291]",F9 B5B1080‑16,"Cape Canaveral, SLC‑40",Starlink: Group 10-12 (23 satellites),"~17,100 kg (37,700 lb)",LEO,SpaceX,Success,Success (JRTI)
Launch of 23 Starlink v2 mini satellites to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation. First booster landing in waters belonging to another nation (Exuma Sound) as part of an agreement with The Bahamas.,,,,,,,,,
439,"February 21, 202515:19",F9 B5B1076‑21,"Cape Canaveral, SLC‑40",Starlink: Group 12-14 (23 satellites),"~17,100 kg (37,700 lb)",LEO,SpaceX,Success,Success (ASOG)
"Launch of 23 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation.",,,,,,,,,
440,"February 23, 202501:38",F9 B5B1082‑11,"Vandenberg, SLC‑4E",Starlink: Group 15-1 (22 satellites),"~16,800 kg (37,000 lb)",LEO,SpaceX,Success,Success (OCISLY)
Launch of 22 Starlink v2 mini satellites to a 70° inclination orbit to expand internet constellation.,,,,,,,,,
441,"February 27, 202500:16[292]",F9 B5B1083‑9,"Kennedy, LC‑39A[293]","IM-2 Nova-C ""Athena"" lunar landerLunar TrailblazerBrokkr-2 Odin[294]Chimera-1TBD",Unknown,TLI,NASA (CLPS)Intuitive MachinesAstroForgeEpic AerospaceTBD,Success,Success (ASOG)
"IM-2 South Pole Mission, flying the second Nova-C lunar lander.[295] The Polar Resources Ice Mining Experiment 1 (PRIME-1) payload will be delivered to the lunar south pole near Shackleton Crater for the CLPS program.[296] Odin will travel to near Earth asteroid 2022 OB5. Two Geostationary satellites are undisclosed. 100th booster landing on ASOG.",,,,,,,,,
442,"February 27, 202503:34",F9 B5B1092‑1[297],"Cape Canaveral, SLC‑40",Starlink: Group 12-13 (21 satellites),"~16,500 kg (36,400 lb)",LEO,SpaceX,Success,Success (JRTI)
"Launch of 21 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation. Initially, there was some uncertainty on whether booster B1092 was used or a different booster was used,[297] as according to SpaceX it was the booster's first flight, but was confirmed in the coming days.[298] 1st time flying a fairing half for the 27th time.",,,,,,,,,
443,"March 3, 202502:24[299]",F9 B5B1086‑5,"Cape Canaveral, SLC‑40",Starlink: Group 12-20 (21 satellites),"~16,500 kg (36,400 lb)",LEO,SpaceX,Success,Failure (JRTI)
"Launch of 21 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation. A fuel leak started in one of the nine Merlin engines in the first stage 85 seconds after liftoff. However, because of the altitude of the rocket, there was no oxygen to ignite the fuel, allowing the first stage to completed its ascent without issue. However, 45 seconds after the booster landed, enough oxygen had entered the engine compartment where the leak occurred, creating a large fire. The fire resulted in the structural failure of one of the landing legs, leading to the booster tipping over and being destroyed.[300] SpaceX voluntarily paused launches for more than a week as it investigated the issue.[301]",,,,,,,,,
444,"March 12, 202503:10[302]",F9 B5B1088‑3,"Vandenberg, SLC‑4E",SPHERExPUNCH[303],"758 kg (1,671 lb)",SSO,NASA,Success,Success (LZ‑4)
"SPHEREx is a NASA space observatory that will measure the near-infrared spectra of galaxies. PUNCH is a constellation of four microsatellites to study the Sun's corona and heliosphere, launched as a rideshare.",,,,,,,,,
445,"March 13, 202502:35[304]",F9 B5B1069‑22,"Cape Canaveral, SLC‑40",Starlink: Group 12-21,"~16,500 kg (36,400 lb)",LEO,SpaceX,Success,Success (ASOG)
"Launch of 21 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation.",,,,,,,,,
446,"March 14, 202523:03[305]",F9 B5B1090‑2,"Kennedy, LC‑39A",Crew-10 (Crew Dragon C210-4 Endurance),"~13,000 kg (29,000 lb)",LEO (ISS),NASA (CCP),Success,Success (LZ‑1)
Ferried four Expedition 72 / 73 crew members to the ISS for a long-duration mission.,,,,,,,,,
447,"March 15, 202506:43[306]",F9 B5B1081‑13,"Vandenberg, SLC‑4E",Transporter-13 (74 payload smallsat rideshare)[67],Unknown[l],SSO,Various,Success,Success (LZ‑4)
Dedicated SmallSat rideshare mission to sun-synchronous orbit.,,,,,,,,,
448,"March 15, 202511:35[307]",F9 B5B1078‑18,"Cape Canaveral, SLC‑40",Starlink: Group 12-16,"~17,100 kg (37,700 lb)",LEO,SpaceX,Success,Success (JRTI)
"Launch of 23 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation.",,,,,,,,,
449,"March 18, 202519:57[308]",F9 B5B1077‑19,"Cape Canaveral, SLC‑40",Starlink: Group 12-25,"~17,100 kg (37,700 lb)",LEO,SpaceX,Success,Success (ASOG)
"Launch of 23 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation. 1st time flying a fairing half for the 28th time.",,,,,,,,,
450,"March 21, 202506:49[309]",F9 B5B1088‑4,"Vandenberg, SLC‑4E",NROL-57 (~11 Starshield satellites),Unknown,LEO,NRO,Success,Success (LZ‑4)
"Eighth launch of SpaceX/Northrop Grumman-built satellites for the National Reconnaissance Office. Based on the number of gaps in the catalog it appears that this launch only deployed 11 payloads, likely indicating a larger Starshield version. This mission marks the shortest turnaround time for any Falcon booster at 9 days, 3 hours, 39 minutes and 28 seconds.",,,,,,,,,
451,"March 24, 202517:48[310]",F9 B5B1092‑2,"Cape Canaveral, SLC‑40",NROL-69,Unknown,LEO,USSF,Success,Success (LZ‑1)
Presumed to be an Intruder-class signals intelligence satellite.[311],,,,,,,,,
452,"March 26, 202522:11[312]",F9 B5B1063‑24,"Vandenberg, SLC‑4E",Starlink: Group 11-7,"~15,500 kg (34,200 lb)",LEO,SpaceX,Success,Success (OCISLY)
Launch of 27 Starlink v2 mini optimized satellites to a 535 km (332 mi) orbit at an inclination of 53° to expand internet constellation.,,,,,,,,,
453,"March 31, 202519:52[313]",F9 B5B1080‑17,"Cape Canaveral, SLC‑40",Starlink: Group 6-80,"~16,100 kg (35,500 lb)",LEO,SpaceX,Success,Success (JRTI)
Launch of 28 Starlink v2 mini optimized satellites to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation.,,,,,,,,,
454,"April 1, 202501:46[314]",F9 B5B1085‑6,"Kennedy, LC‑39A",Fram2 (Crew Dragon C207-4 Resilience),"~13,000 kg (29,000 lb)",Polar (Retrograde),Chun Wang,Success,Success (ASOG)
First ever crewed mission launched into polar orbit.[315][316],,,,,,,,,
455,"April 4, 202501:02[317]",F9 B5B1088‑5,"Vandenberg, SLC‑4E",Starlink: Group 11-13,"~15,500 kg (34,200 lb)",LEO,SpaceX,Success,Success (OCISLY)
Launch of 27 Starlink v2 mini optimized satellites to a 535 km (332 mi) orbit at an inclination of 53° to expand internet constellation.,,,,,,,,,
456,"April 6, 202503:07[318]",F9 B5B1078‑19,"Cape Canaveral, SLC‑40",Starlink: Group 6-72,"~16,100 kg (35,500 lb)",LEO,SpaceX,Success,Success (JRTI)
Launch of 28 Starlink v2 mini optimized satellites to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation.,,,,,,,,,
457,"April 7, 202523:06[319]",F9 B5B1093‑1,"Vandenberg, SLC‑4E",Starlink: Group 11-11,"~15,500 kg (34,200 lb)",LEO,SpaceX,Success,Success (OCISLY)
"Launch of 27 Starlink v2 mini satellites, to a 535 km (332 mi) orbit at an inclination of 53° to expand internet constellation.",,,,,,,,,
458,"April 12, 202512:25[320]",F9 B5B1071‑24,"Vandenberg, SLC‑4E",NROL-192 (22 Starshield satellites),Unknown,LEO,NRO,Success,Success (OCISLY)
Ninth launch of SpaceX/Northrop Grumman-built satellites for the National Reconnaissance Office.[311],,,,,,,,,
459,"April 13, 202500:53[321]",F9 B5B1083‑10,"Kennedy, LC‑39A",Starlink: Group 12-17,"~16,500 kg (36,400 lb)",LEO,SpaceX,Success,Success (ASOG)
"Launch of 21 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation.",,,,,,,,,
460,"April 14, 202504:00[322]",F9 B5B1067‑27,"Cape Canaveral, SLC‑40",Starlink: Group 6-73,"~15,500 kg (34,200 lb)",LEO,SpaceX,Success,Success (JRTI)
"Launch of 27 Starlink v2 mini optimized satellites to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation. First booster to fly and be recovered 27th time, new record.",,,,,,,,,
461,"April 20, 202512:29[323]",F9 B5B1082‑12,"Vandenberg, SLC‑4E",NROL-145 (22 Starshield satellites),Unknown,LEO,NRO,Success,Success (OCISLY)
Tenth launch of SpaceX/Northrop Grumman-built Starshield satellites for the National Reconnaissance Office. First NRO Proliferated Architecture Mission launch in partnership with USSF under the NSSL Phase 3 Lane 1 contract.,,,,,,,,,
462,"April 21, 202508:15[324]",F9 B5 B1092‑3,"Kennedy, LC‑39A",SpaceX CRS-32 (Cargo Dragon C209-5),"3,021 kg (6,660 lb)",LEO (ISS),NASA (CRS),Success,Success (LZ‑1)
Carried cargo and supplies to the International Space Station (ISS).[325],,,,,,,,,
463,"April 22, 202500:48[326]",F9 B5B1090‑3,"Cape Canaveral, SLC‑40","Bandwagon-3 (425Sat-3,[327] Tomorrow-S7, PHOENIX)",Unknown[l],LEO,Republic of Korea Armed ForcesTomorrow.ioAtmos Space Cargo,Success,Success (LZ‑2)
"SmallSat rideshare mission to a 550–600 km (340–370 mi) orbit at an inclination of 45°. Launch featured a rare Falcon 9 landing at LZ-2, as the booster from the CRS-32 launch just hours before was still on LZ-1. 425Sat-3 is the third synthetic-aperture radar satellite for the constellation and the fourth flight of Korea 425 Project for the South Korean military. Also on the flight are Tomorrow.io's Tomorrow-S7 satellite and Atmos Space Cargo's PHOENIX re-entry capsule. This mission marks the 300th launch from SLC-40.",,,,,,,,,
464,"April 25, 202501:52[328]",F9 B5B1069‑23,"Cape Canaveral, SLC‑40",Starlink: Group 6-74,"~16,100 kg (35,500 lb)",LEO,SpaceX,Success,Success (ASOG)
Launch of 28 Starlink v2 mini optimized satellites to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation. 1st time flying a fairing half for the 29th time.,,,,,,,,,
465,"April 28, 202502:09[329]",F9 B5B1077‑20,"Cape Canaveral, SLC‑40",Starlink: Group 12-23,"~17,100 kg (37,700 lb)",LEO,SpaceX,Success,Success (JRTI)
"Launch of 23 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation. 250th dedicated Starlink constellation launch.",,,,,,,,,
466,"April 28, 202520:42[330]",F9 B5B1063‑25,"Vandenberg, SLC‑4E",Starlink: Group 11-9,"~15,500 kg (34,200 lb)",LEO,SpaceX,Success,Success (OCISLY)
Launch of 27 Starlink v2 mini optimized satellites to a 535 km (332 mi) orbit at an inclination of 53° to expand internet constellation.,,,,,,,,,
467,"April 29, 202502:34[331]",F9 B5B1094‑1,"Kennedy, LC‑39A",Starlink: Group 12-10,"~17,100 kg (37,700 lb)",LEO,SpaceX,Success,Success (ASOG)
"Launch of 23 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation.",,,,,,,,,
468,"May 2, 202501:51[332]",F9 B5B1080‑18,"Cape Canaveral, SLC‑40",Starlink: Group 6-75,"~16,100 kg (35,500 lb)",LEO,SpaceX,Success,Success (JRTI)
Launch of 28 Starlink v2 mini optimized satellites to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation.,,,,,,,,,
469,"May 4, 202508:54[333]",F9 B5B1078‑20,"Kennedy, LC‑39A",Starlink: Group 6-84,"~16,675 kg (36,762 lb)",LEO,SpaceX,Success,Success (ASOG)
Launch of 29 Starlink v2 mini optimized satellites to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation. Fastest launch turnaround at Pad 39A.,,,,,,,,,
470,"May 7, 202501:17[334]",F9 B5B1085‑7,"Cape Canaveral, SLC‑40",Starlink: Group 6-93,"~16,100 kg (35,500 lb)",LEO,SpaceX,Success,Success (JRTI)
Launch of 28 Starlink v2 mini optimized satellites to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation. 470th Falcon 9 rocket launch.,,,,,,,,,
471,"May 10, 202500:19[335]",F9 B5B1081‑14,"Vandenberg, SLC‑4E",Starlink: Group 15-3,"~14,950 kg (32,960 lb)",LEO,SpaceX,Success,Success (OCISLY)
Launch of 26 Starlink v2 mini optimized satellites to a 535 km (332 mi) orbit at an inclination of 70° to expand internet constellation.,,,,,,,,,
472,"May 10, 202506:28[336]",F9 B5B1083‑11,"Cape Canaveral, SLC‑40",Starlink: Group 6-91,"~16,100 kg (35,500 lb)",LEO,SpaceX,Success,Success (ASOG)
Launch of 28 Starlink v2 mini optimized satellites to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation. The active fairing half flew for record 30th time as per launch webcasts.[337],,,,,,,,,
473,"May 13, 202501:15[338]",F9 B5B1088‑6,"Vandenberg, SLC‑4E",Starlink: Group 15-4,"~14,950 kg (32,960 lb)",LEO,SpaceX,Success,Success (OCISLY)
Launch of 26 Starlink v2 mini optimized satellites to a 535 km (332 mi) orbit at an inclination of 70° to expand internet constellation.,,,,,,,,,
474,"May 13, 202505:02[339]",F9 B5B1067‑28,"Kennedy, LC‑39A",Starlink: Group 6-83,"~16,100 kg (35,500 lb)",LEO,SpaceX,Success,Success (JRTI)
Launch of 28 Starlink v2 mini optimized satellites to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation. First booster to launch and land for the 28th time. 100th single-stick Falcon 9 to launch from LC-39A.,,,,,,,,,
475,"May 14, 202516:38[340]",F9 B5B1090‑4,"Cape Canaveral, SLC‑40",Starlink: Group 6-67,"~16,100 kg (35,500 lb)",LEO,SpaceX,Success,Success (ASOG)
Launch of 28 Starlink v2 mini optimized satellites to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation.,,,,,,,,,
476,"May 16, 202513:43[341]",F9 B5B1093‑2,"Vandenberg, SLC‑4E",Starlink: Group 15-5,"~14,950 kg (32,960 lb)",LEO,SpaceX,Success,Success (OCISLY)
Launch of 26 Starlink v2 mini optimized satellites to a 535 km (332 mi) orbit at an inclination of 70° to expand internet constellation.,,,,,,,,,
477,"May 21, 202503:19[342]",F9 B5B1095‑1,"Cape Canaveral, SLC‑40",Starlink: Group 12-15,"~17,100 kg (37,700 lb)",LEO,SpaceX,Success,Success (JRTI)
"Launch of 23 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation.",,,,,,,,,
478,"May 23, 202522:32[343]",F9 B5B1075‑18,"Vandenberg, SLC‑4E",Starlink: Group 11-16,"~15,500 kg (34,200 lb)",LEO,SpaceX,Success,Success (OCISLY)
Launch of 27 Starlink v2 mini optimized satellites to a 535 km (332 mi) orbit at an inclination of 53° to expand internet constellation. 450th Falcon booster landing.,,,,,,,,,
479,"May 24, 202517:19[344]",F9 B5B1069‑24,"Cape Canaveral, SLC‑40",Starlink: Group 12-22,"~17,100 kg (37,700 lb)",LEO,SpaceX,Success,Success (ASOG)
"Launch of 23 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation.",,,,,,,,,
480,"May 27, 202516:57[345]",F9 B5B1082‑13,"Vandenberg, SLC‑4E",Starlink: Group 17-1,"~17,500 kg (38,600 lb)",SSO,SpaceX,Success,Success (OCISLY)
Launch of 24 Starlink v2 mini satellites to a 560 km (350 mi) orbit at an inclination of 98° to expand internet constellation. First Starlink launch with SSO inclination in over 2 years.,,,,,,,,,
481,"May 28, 202513:30[346]",F9 B5B1080‑19,"Kennedy, LC‑39A",Starlink: Group 10-32,"~15,500 kg (34,200 lb)",LEO,SpaceX,Success,Success (JRTI)
Launch of 27 Starlink v2 mini optimized satellites to a 279 km (173 mi) orbit at an inclination of 53° to expand internet constellation. The active fairing half flew for record 31st time as per launch webcasts.,,,,,,,,,
482,"May 30, 202517:37[347]",F9 B5B1092‑4,"Cape Canaveral, SLC‑40",GPS III-8,"4,350 kg (9,590 lb)",MEO,USSF,Success,Success (ASOG)
"GPS III-8, originally scheduled to launch on a ULA Vulcan rocket, was reassigned to the Falcon 9. As a result, GPS IIIF-1, originally planned to launch on the Falcon Heavy, will now launch on Vulcan.",,,,,,,,,
483,"May 31, 202520:10[348]",F9 B5B1071‑25,"Vandenberg, SLC‑4E",Starlink: Group 11-18,"~15,500 kg (34,200 lb)",LEO,SpaceX,Success,Success (OCISLY)
Launch of 27 Starlink v2 mini optimized satellites to a 535 km (332 mi) orbit at an inclination of 53° to expand internet constellation.,,,,,,,,,
484,"June 3, 202504:43[349]",F9 B5B1077‑21,"Cape Canaveral, SLC‑40",Starlink: Group 12-19,"~17,100 kg (37,700 lb)",LEO,SpaceX,Success,Success (JRTI)
"Launch of 23 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation. 500th launch of SpaceX's Falcon launch vehicles.[350]",,,,,,,,,
485,"June 4, 202523:40[351]",F9 B5B1063‑26,"Vandenberg, SLC‑4E",Starlink: Group 11-22,"~15,500 kg (34,200 lb)",LEO,SpaceX,Success,Success (OCISLY)
Launch of 27 Starlink v2 mini optimized satellites to a 535 km (332 mi) orbit at an inclination of 53° to expand internet constellation. 500th Falcon Family Orbital Launch.,,,,,,,,,
486,"June 7, 202504:54[352]",F9 B5B1085‑8,"Cape Canaveral, SLC‑40",SXM-10,"6,400 kg (14,100 lb)",GTO,Sirius XM,Success,Success (ASOG)
"SXM-10 is a high-powered, digital, audio radio satellite built by Maxar (SSL) for SiriusXM. SpaceX successfully completed a controlled deorbit of the SiriusXM-10 upper stage after GTO payload deployment, a first of its kind.",,,,,,,,,
487,"June 8, 202514:20[353]",F9 B5B1088‑7,"Vandenberg, SLC‑4E",Starlink: Group 15-8,"~14,950 kg (32,960 lb)",LEO,SpaceX,Success,Success (OCISLY)
Launch of 26 Starlink v2 mini optimized satellites to a 535 km (332 mi) orbit at an inclination of 70° to expand internet constellation.,,,,,,,,,
488,"June 10, 202513:05[354]",F9 B5B1083‑12,"Cape Canaveral, SLC‑40",Starlink: Group 12-24,"~17,100 kg (37,700 lb)",LEO,SpaceX,Success,Success (JRTI)
"Launch of 23 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation.",,,,,,,,,
489,"June 13, 202501:54[355]",F9 B5B1081‑15,"Vandenberg, SLC‑4E",Starlink: Group 15-6,"~14,950 kg (32,960 lb)",LEO,SpaceX,Success,Success (OCISLY)
